product_id,product_name,area,date,sales,temp,humidity,weather_main,weather_desc,wind_speed,name
P002,Sweets ,Bathinda,2025-02-16,114,30.59,58,Clouds,scattered clouds,1.86,None
P001,Soft Drink ,Bathinda,2025-02-16,152,30.59,58,Clouds,scattered clouds,1.86,None
P002,Sweets ,Mohali,2025-02-16,118,36.84,86,Clear,light rain,8.36,None
P002,Sweets ,Rajpura,2025-02-16,169,30.82,78,Clear,clear sky,4.73,None
P002,Sweets ,Patiala,2025-02-16,104,25.97,48,Clouds,moderate rain,7.37,None
P003,Moisturizer ,Bathinda,2025-02-16,74,30.59,58,Clouds,scattered clouds,1.86,None
P002,Sweets ,Malout,2025-02-16,135,39.24,47,Clear,moderate rain,1.42,None
P003,Moisturizer ,Patiala,2025-02-17,18,24.78,88,Clouds,scattered clouds,4.16,None
P004,Pooja Articles,Bathinda,2025-02-17,152,27.75,69,Rain,light rain,8.54,None
P004,Pooja Articles,Malout,2025-02-17,148,32.86,88,Clear,clear sky,8.63,None
P004,Pooja Articles,Mohali,2025-02-17,167,37.19,86,Clouds,clear sky,2.57,None
P004,Pooja Articles,Rajpura,2025-02-17,196,26.06,59,Clouds,overcast clouds,6.65,None
P005,Gift Hamper,Bathinda,2025-02-17,217,27.75,69,Rain,light rain,8.54,None
P005,Gift Hamper,Malout,2025-02-17,242,32.86,88,Clear,clear sky,8.63,None
P005,Gift Hamper,Mohali,2025-02-17,206,37.19,86,Clouds,clear sky,2.57,None
P005,Gift Hamper,Rajpura,2025-02-17,203,26.06,59,Clouds,overcast clouds,6.65,None
P003,Moisturizer ,Rajpura,2025-02-17,45,26.06,59,Clouds,overcast clouds,6.65,None
P004,Pooja Articles,Patiala,2025-02-17,189,24.78,88,Clouds,scattered clouds,4.16,None
P003,Moisturizer ,Mohali,2025-02-17,24,37.19,86,Clouds,clear sky,2.57,None
P005,Gift Hamper,Patiala,2025-02-17,217,24.78,88,Clouds,scattered clouds,4.16,None
P003,Moisturizer ,Bathinda,2025-02-17,88,27.75,69,Rain,light rain,8.54,None
P001,Soft Drink ,Bathinda,2025-02-17,149,27.75,69,Rain,light rain,8.54,None
P001,Soft Drink ,Malout,2025-02-17,142,32.86,88,Clear,clear sky,8.63,None
P001,Soft Drink ,Mohali,2025-02-17,177,37.19,86,Clouds,clear sky,2.57,None
P001,Soft Drink ,Rajpura,2025-02-17,214,26.06,59,Clouds,overcast clouds,6.65,None
P001,Soft Drink ,Patiala,2025-02-17,156,24.78,88,Clouds,scattered clouds,4.16,None
P003,Moisturizer ,Malout,2025-02-17,91,32.86,88,Clear,clear sky,8.63,None
P002,Sweets ,Malout,2025-02-17,115,32.86,88,Clear,clear sky,8.63,None
P002,Sweets ,Mohali,2025-02-17,104,37.19,86,Clouds,clear sky,2.57,None
P002,Sweets ,Rajpura,2025-02-17,98,26.06,59,Clouds,overcast clouds,6.65,None
P002,Sweets ,Patiala,2025-02-17,37,24.78,88,Clouds,scattered clouds,4.16,None
P002,Sweets ,Bathinda,2025-02-17,158,27.75,69,Rain,light rain,8.54,None
P003,Moisturizer ,Patiala,2025-02-18,66,21.43,44,Rain,scattered clouds,6.21,None
P004,Pooja Articles,Bathinda,2025-02-18,155,29.16,66,Clear,light rain,1.5,None
P004,Pooja Articles,Malout,2025-02-18,158,26.57,41,Clouds,scattered clouds,4.37,None
P004,Pooja Articles,Mohali,2025-02-18,124,22.34,51,Clear,clear sky,8.18,None
P004,Pooja Articles,Rajpura,2025-02-18,176,35.02,73,Clouds,overcast clouds,6.27,None
P005,Gift Hamper,Bathinda,2025-02-18,228,29.16,66,Clear,light rain,1.5,None
P005,Gift Hamper,Malout,2025-02-18,218,26.57,41,Clouds,scattered clouds,4.37,None
P005,Gift Hamper,Mohali,2025-02-18,248,22.34,51,Clear,clear sky,8.18,None
P005,Gift Hamper,Rajpura,2025-02-18,222,35.02,73,Clouds,overcast clouds,6.27,None
P003,Moisturizer ,Rajpura,2025-02-18,53,35.02,73,Clouds,overcast clouds,6.27,None
P004,Pooja Articles,Patiala,2025-02-18,127,21.43,44,Rain,scattered clouds,6.21,None
P003,Moisturizer ,Mohali,2025-02-18,33,22.34,51,Clear,clear sky,8.18,None
P005,Gift Hamper,Patiala,2025-02-18,205,21.43,44,Rain,scattered clouds,6.21,None
P003,Moisturizer ,Bathinda,2025-02-18,79,29.16,66,Clear,light rain,1.5,None
P001,Soft Drink ,Bathinda,2025-02-18,157,29.16,66,Clear,light rain,1.5,None
P001,Soft Drink ,Malout,2025-02-18,168,26.57,41,Clouds,scattered clouds,4.37,None
P001,Soft Drink ,Mohali,2025-02-18,144,22.34,51,Clear,clear sky,8.18,None
P001,Soft Drink ,Rajpura,2025-02-18,191,35.02,73,Clouds,overcast clouds,6.27,None
P001,Soft Drink ,Patiala,2025-02-18,156,21.43,44,Rain,scattered clouds,6.21,None
P003,Moisturizer ,Malout,2025-02-18,73,26.57,41,Clouds,scattered clouds,4.37,None
P002,Sweets ,Malout,2025-02-18,112,26.57,41,Clouds,scattered clouds,4.37,None
P002,Sweets ,Mohali,2025-02-18,128,22.34,51,Clear,clear sky,8.18,None
P002,Sweets ,Rajpura,2025-02-18,140,35.02,73,Clouds,overcast clouds,6.27,None
P002,Sweets ,Patiala,2025-02-18,136,21.43,44,Rain,scattered clouds,6.21,None
P002,Sweets ,Bathinda,2025-02-18,103,29.16,66,Clear,light rain,1.5,None
P003,Moisturizer ,Patiala,2025-02-19,63,39.39,76,Clear,light rain,9.87,Shivaji Jayanti
P004,Pooja Articles,Bathinda,2025-02-19,118,33.82,59,Rain,clear sky,1.99,Shivaji Jayanti
P004,Pooja Articles,Malout,2025-02-19,149,20.7,69,Rain,light rain,8.01,Shivaji Jayanti
P004,Pooja Articles,Mohali,2025-02-19,120,25.31,51,Clouds,clear sky,3.98,Shivaji Jayanti
P004,Pooja Articles,Rajpura,2025-02-19,144,22.66,50,Clouds,moderate rain,9.9,Shivaji Jayanti
P005,Gift Hamper,Bathinda,2025-02-19,238,33.82,59,Rain,clear sky,1.99,Shivaji Jayanti
P005,Gift Hamper,Malout,2025-02-19,293,20.7,69,Rain,light rain,8.01,Shivaji Jayanti
P005,Gift Hamper,Mohali,2025-02-19,189,25.31,51,Clouds,clear sky,3.98,Shivaji Jayanti
P005,Gift Hamper,Rajpura,2025-02-19,231,22.66,50,Clouds,moderate rain,9.9,Shivaji Jayanti
P003,Moisturizer ,Rajpura,2025-02-19,49,22.66,50,Clouds,moderate rain,9.9,Shivaji Jayanti
P004,Pooja Articles,Patiala,2025-02-19,166,39.39,76,Clear,light rain,9.87,Shivaji Jayanti
P005,Gift Hamper,Patiala,2025-02-19,228,39.39,76,Clear,light rain,9.87,Shivaji Jayanti
P003,Moisturizer ,Mohali,2025-02-19,37,25.31,51,Clouds,clear sky,3.98,Shivaji Jayanti
P003,Moisturizer ,Bathinda,2025-02-19,51,33.82,59,Rain,clear sky,1.99,Shivaji Jayanti
P003,Moisturizer ,Malout,2025-02-19,61,20.7,69,Rain,light rain,8.01,Shivaji Jayanti
P001,Soft Drink ,Bathinda,2025-02-19,239,33.82,59,Rain,clear sky,1.99,Shivaji Jayanti
P001,Soft Drink ,Malout,2025-02-19,186,20.7,69,Rain,light rain,8.01,Shivaji Jayanti
P001,Soft Drink ,Rajpura,2025-02-19,185,22.66,50,Clouds,moderate rain,9.9,Shivaji Jayanti
P001,Soft Drink ,Patiala,2025-02-19,123,39.39,76,Clear,light rain,9.87,Shivaji Jayanti
P001,Soft Drink ,Mohali,2025-02-19,157,25.31,51,Clouds,clear sky,3.98,Shivaji Jayanti
P002,Sweets ,Malout,2025-02-19,63,20.7,69,Rain,light rain,8.01,Shivaji Jayanti
P002,Sweets ,Mohali,2025-02-19,75,25.31,51,Clouds,clear sky,3.98,Shivaji Jayanti
P002,Sweets ,Rajpura,2025-02-19,142,22.66,50,Clouds,moderate rain,9.9,Shivaji Jayanti
P002,Sweets ,Patiala,2025-02-19,132,39.39,76,Clear,light rain,9.87,Shivaji Jayanti
P002,Sweets ,Bathinda,2025-02-19,116,33.82,59,Rain,clear sky,1.99,Shivaji Jayanti
P004,Pooja Articles,Mohali,2025-02-20,148,37.32,86,Rain,scattered clouds,5.63,None
P003,Moisturizer ,Patiala,2025-02-20,85,39.23,72,Rain,light rain,9.36,None
P004,Pooja Articles,Bathinda,2025-02-20,167,20.74,65,Rain,clear sky,2.89,None
P004,Pooja Articles,Malout,2025-02-20,152,24.05,61,Clouds,light rain,3.78,None
P004,Pooja Articles,Rajpura,2025-02-20,154,29.43,74,Rain,overcast clouds,6.67,None
P003,Moisturizer ,Rajpura,2025-02-20,85,29.43,74,Rain,overcast clouds,6.67,None
P005,Gift Hamper,Bathinda,2025-02-20,191,20.74,65,Rain,clear sky,2.89,None
P005,Gift Hamper,Malout,2025-02-20,223,24.05,61,Clouds,light rain,3.78,None
P005,Gift Hamper,Mohali,2025-02-20,247,37.32,86,Rain,scattered clouds,5.63,None
P005,Gift Hamper,Rajpura,2025-02-20,214,29.43,74,Rain,overcast clouds,6.67,None
P004,Pooja Articles,Patiala,2025-02-20,171,39.23,72,Rain,light rain,9.36,None
P003,Moisturizer ,Mohali,2025-02-20,45,37.32,86,Rain,scattered clouds,5.63,None
P005,Gift Hamper,Patiala,2025-02-20,221,39.23,72,Rain,light rain,9.36,None
P003,Moisturizer ,Bathinda,2025-02-20,115,20.74,65,Rain,clear sky,2.89,None
P001,Soft Drink ,Bathinda,2025-02-20,143,20.74,65,Rain,clear sky,2.89,None
P001,Soft Drink ,Malout,2025-02-20,202,24.05,61,Clouds,light rain,3.78,None
P001,Soft Drink ,Mohali,2025-02-20,153,37.32,86,Rain,scattered clouds,5.63,None
P001,Soft Drink ,Rajpura,2025-02-20,198,29.43,74,Rain,overcast clouds,6.67,None
P001,Soft Drink ,Patiala,2025-02-20,194,39.23,72,Rain,light rain,9.36,None
P003,Moisturizer ,Malout,2025-02-20,49,24.05,61,Clouds,light rain,3.78,None
P002,Sweets ,Malout,2025-02-20,80,24.05,61,Clouds,light rain,3.78,None
P002,Sweets ,Mohali,2025-02-20,106,37.32,86,Rain,scattered clouds,5.63,None
P002,Sweets ,Rajpura,2025-02-20,152,29.43,74,Rain,overcast clouds,6.67,None
P002,Sweets ,Patiala,2025-02-20,126,39.23,72,Rain,light rain,9.36,None
P002,Sweets ,Bathinda,2025-02-20,149,20.74,65,Rain,clear sky,2.89,None
P003,Moisturizer ,Patiala,2025-02-21,23,26.64,77,Clouds,clear sky,9.98,None
P004,Pooja Articles,Malout,2025-02-21,111,24.33,52,Clear,moderate rain,2.41,None
P004,Pooja Articles,Mohali,2025-02-21,196,35.3,70,Rain,clear sky,6.88,None
P004,Pooja Articles,Rajpura,2025-02-21,166,26.51,75,Clear,overcast clouds,8.12,None
P004,Pooja Articles,Patiala,2025-02-21,110,26.64,77,Clouds,clear sky,9.98,None
P005,Gift Hamper,Malout,2025-02-21,246,24.33,52,Clear,moderate rain,2.41,None
P003,Moisturizer ,Rajpura,2025-02-21,66,26.51,75,Clear,overcast clouds,8.12,None
P005,Gift Hamper,Mohali,2025-02-21,193,35.3,70,Rain,clear sky,6.88,None
P005,Gift Hamper,Rajpura,2025-02-21,250,26.51,75,Clear,overcast clouds,8.12,None
P005,Gift Hamper,Patiala,2025-02-21,224,26.64,77,Clouds,clear sky,9.98,None
P005,Gift Hamper,Bathinda,2025-02-21,207,34.54,68,Rain,moderate rain,8.83,None
P003,Moisturizer ,Mohali,2025-02-21,67,35.3,70,Rain,clear sky,6.88,None
P004,Pooja Articles,Bathinda,2025-02-21,151,34.54,68,Rain,moderate rain,8.83,None
P003,Moisturizer ,Bathinda,2025-02-21,84,34.54,68,Rain,moderate rain,8.83,None
P003,Moisturizer ,Malout,2025-02-21,110,24.33,52,Clear,moderate rain,2.41,None
P001,Soft Drink ,Malout,2025-02-21,199,24.33,52,Clear,moderate rain,2.41,None
P001,Soft Drink ,Mohali,2025-02-21,136,35.3,70,Rain,clear sky,6.88,None
P001,Soft Drink ,Rajpura,2025-02-21,209,26.51,75,Clear,overcast clouds,8.12,None
P001,Soft Drink ,Patiala,2025-02-21,236,26.64,77,Clouds,clear sky,9.98,None
P001,Soft Drink ,Bathinda,2025-02-21,189,34.54,68,Rain,moderate rain,8.83,None
P002,Sweets ,Malout,2025-02-21,93,24.33,52,Clear,moderate rain,2.41,None
P002,Sweets ,Mohali,2025-02-21,120,35.3,70,Rain,clear sky,6.88,None
P002,Sweets ,Rajpura,2025-02-21,112,26.51,75,Clear,overcast clouds,8.12,None
P002,Sweets ,Patiala,2025-02-21,111,26.64,77,Clouds,clear sky,9.98,None
P002,Sweets ,Bathinda,2025-02-21,141,34.54,68,Rain,moderate rain,8.83,None
P003,Moisturizer ,Patiala,2025-02-22,71,23.18,86,Clouds,scattered clouds,6.86,None
P004,Pooja Articles,Malout,2025-02-22,139,31.15,41,Clear,moderate rain,8.9,None
P004,Pooja Articles,Mohali,2025-02-22,153,25.91,40,Clear,clear sky,2.18,None
P004,Pooja Articles,Rajpura,2025-02-22,134,21.45,87,Rain,light rain,4.54,None
P004,Pooja Articles,Patiala,2025-02-22,136,23.18,86,Clouds,scattered clouds,6.86,None
P005,Gift Hamper,Malout,2025-02-22,258,31.15,41,Clear,moderate rain,8.9,None
P005,Gift Hamper,Mohali,2025-02-22,178,25.91,40,Clear,clear sky,2.18,None
P005,Gift Hamper,Rajpura,2025-02-22,256,21.45,87,Rain,light rain,4.54,None
P005,Gift Hamper,Patiala,2025-02-22,200,23.18,86,Clouds,scattered clouds,6.86,None
P003,Moisturizer ,Rajpura,2025-02-22,49,21.45,87,Rain,light rain,4.54,None
P005,Gift Hamper,Bathinda,2025-02-22,237,23.12,49,Rain,light rain,2.58,None
P003,Moisturizer ,Mohali,2025-02-22,55,25.91,40,Clear,clear sky,2.18,None
P004,Pooja Articles,Bathinda,2025-02-22,181,23.12,49,Rain,light rain,2.58,None
P003,Moisturizer ,Bathinda,2025-02-22,21,23.12,49,Rain,light rain,2.58,None
P001,Soft Drink ,Malout,2025-02-22,223,31.15,41,Clear,moderate rain,8.9,None
P001,Soft Drink ,Mohali,2025-02-22,194,25.91,40,Clear,clear sky,2.18,None
P001,Soft Drink ,Rajpura,2025-02-22,161,21.45,87,Rain,light rain,4.54,None
P001,Soft Drink ,Patiala,2025-02-22,184,23.18,86,Clouds,scattered clouds,6.86,None
P002,Sweets ,Bathinda,2025-02-22,102,23.12,49,Rain,light rain,2.58,None
P001,Soft Drink ,Bathinda,2025-02-22,189,23.12,49,Rain,light rain,2.58,None
P002,Sweets ,Mohali,2025-02-22,109,25.91,40,Clear,clear sky,2.18,None
P002,Sweets ,Malout,2025-02-22,167,31.15,41,Clear,moderate rain,8.9,None
P002,Sweets ,Patiala,2025-02-22,110,23.18,86,Clouds,scattered clouds,6.86,None
P003,Moisturizer ,Malout,2025-02-22,92,31.15,41,Clear,moderate rain,8.9,None
P002,Sweets ,Rajpura,2025-02-22,155,21.45,87,Rain,light rain,4.54,None
P003,Moisturizer ,Rajpura,2025-02-23,73,37.72,68,Clear,moderate rain,4.88,Maharishi Dayanand Saraswati Jayanti
P005,Gift Hamper,Rajpura,2025-02-23,223,37.72,68,Clear,moderate rain,4.88,Maharishi Dayanand Saraswati Jayanti
P005,Gift Hamper,Mohali,2025-02-23,209,36.49,55,Clear,scattered clouds,6.5,Maharishi Dayanand Saraswati Jayanti
P005,Gift Hamper,Malout,2025-02-23,218,22.87,87,Clouds,scattered clouds,2.29,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Patiala,2025-02-23,153,21.69,42,Rain,overcast clouds,8.17,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Rajpura,2025-02-23,191,37.72,68,Clear,moderate rain,4.88,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Mohali,2025-02-23,126,36.49,55,Clear,scattered clouds,6.5,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Malout,2025-02-23,159,22.87,87,Clouds,scattered clouds,2.29,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Bathinda,2025-02-23,144,32.39,71,Rain,clear sky,3.28,Maharishi Dayanand Saraswati Jayanti
P003,Moisturizer ,Patiala,2025-02-23,97,21.69,42,Rain,overcast clouds,8.17,Maharishi Dayanand Saraswati Jayanti
P005,Gift Hamper,Patiala,2025-02-23,211,21.69,42,Rain,overcast clouds,8.17,Maharishi Dayanand Saraswati Jayanti
P005,Gift Hamper,Bathinda,2025-02-23,258,32.39,71,Rain,clear sky,3.28,Maharishi Dayanand Saraswati Jayanti
P003,Moisturizer ,Mohali,2025-02-23,14,36.49,55,Clear,scattered clouds,6.5,Maharishi Dayanand Saraswati Jayanti
P003,Moisturizer ,Bathinda,2025-02-23,50,32.39,71,Rain,clear sky,3.28,Maharishi Dayanand Saraswati Jayanti
P003,Moisturizer ,Malout,2025-02-23,68,22.87,87,Clouds,scattered clouds,2.29,Maharishi Dayanand Saraswati Jayanti
P001,Soft Drink ,Bathinda,2025-02-23,154,32.39,71,Rain,clear sky,3.28,Maharishi Dayanand Saraswati Jayanti
P001,Soft Drink ,Malout,2025-02-23,222,22.87,87,Clouds,scattered clouds,2.29,Maharishi Dayanand Saraswati Jayanti
P001,Soft Drink ,Rajpura,2025-02-23,189,37.72,68,Clear,moderate rain,4.88,Maharishi Dayanand Saraswati Jayanti
P001,Soft Drink ,Patiala,2025-02-23,207,21.69,42,Rain,overcast clouds,8.17,Maharishi Dayanand Saraswati Jayanti
P001,Soft Drink ,Mohali,2025-02-23,210,36.49,55,Clear,scattered clouds,6.5,Maharishi Dayanand Saraswati Jayanti
P002,Sweets ,Malout,2025-02-23,163,22.87,87,Clouds,scattered clouds,2.29,Maharishi Dayanand Saraswati Jayanti
P002,Sweets ,Mohali,2025-02-23,112,36.49,55,Clear,scattered clouds,6.5,Maharishi Dayanand Saraswati Jayanti
P002,Sweets ,Rajpura,2025-02-23,132,37.72,68,Clear,moderate rain,4.88,Maharishi Dayanand Saraswati Jayanti
P002,Sweets ,Patiala,2025-02-23,125,21.69,42,Rain,overcast clouds,8.17,Maharishi Dayanand Saraswati Jayanti
P002,Sweets ,Bathinda,2025-02-23,123,32.39,71,Rain,clear sky,3.28,Maharishi Dayanand Saraswati Jayanti
P004,Pooja Articles,Mohali,2025-02-24,135,21.63,66,Clear,clear sky,4.53,None
P003,Moisturizer ,Patiala,2025-02-24,76,39.92,82,Clear,light rain,9.2,None
P004,Pooja Articles,Bathinda,2025-02-24,128,24.77,82,Clear,light rain,3.41,None
P004,Pooja Articles,Malout,2025-02-24,126,27.94,71,Clouds,moderate rain,2.81,None
P004,Pooja Articles,Rajpura,2025-02-24,121,35.96,75,Clouds,moderate rain,9.09,None
P003,Moisturizer ,Rajpura,2025-02-24,63,35.96,75,Clouds,moderate rain,9.09,None
P005,Gift Hamper,Bathinda,2025-02-24,270,24.77,82,Clear,light rain,3.41,None
P005,Gift Hamper,Malout,2025-02-24,194,27.94,71,Clouds,moderate rain,2.81,None
P005,Gift Hamper,Mohali,2025-02-24,241,21.63,66,Clear,clear sky,4.53,None
P005,Gift Hamper,Rajpura,2025-02-24,203,35.96,75,Clouds,moderate rain,9.09,None
P004,Pooja Articles,Patiala,2025-02-24,171,39.92,82,Clear,light rain,9.2,None
P003,Moisturizer ,Mohali,2025-02-24,41,21.63,66,Clear,clear sky,4.53,None
P005,Gift Hamper,Patiala,2025-02-24,249,39.92,82,Clear,light rain,9.2,None
P003,Moisturizer ,Bathinda,2025-02-24,18,24.77,82,Clear,light rain,3.41,None
P001,Soft Drink ,Bathinda,2025-02-24,165,24.77,82,Clear,light rain,3.41,None
P001,Soft Drink ,Malout,2025-02-24,136,27.94,71,Clouds,moderate rain,2.81,None
P001,Soft Drink ,Mohali,2025-02-24,149,21.63,66,Clear,clear sky,4.53,None
P001,Soft Drink ,Rajpura,2025-02-24,229,35.96,75,Clouds,moderate rain,9.09,None
P001,Soft Drink ,Patiala,2025-02-24,131,39.92,82,Clear,light rain,9.2,None
P003,Moisturizer ,Malout,2025-02-24,34,27.94,71,Clouds,moderate rain,2.81,None
P002,Sweets ,Malout,2025-02-24,134,27.94,71,Clouds,moderate rain,2.81,None
P002,Sweets ,Mohali,2025-02-24,116,21.63,66,Clear,clear sky,4.53,None
P002,Sweets ,Rajpura,2025-02-24,93,35.96,75,Clouds,moderate rain,9.09,None
P002,Sweets ,Patiala,2025-02-24,162,39.92,82,Clear,light rain,9.2,None
P002,Sweets ,Bathinda,2025-02-24,183,24.77,82,Clear,light rain,3.41,None
P004,Pooja Articles,Bathinda,2025-02-25,155,38.58,60,Clear,overcast clouds,9.73,None
P004,Pooja Articles,Malout,2025-02-25,188,32.13,87,Clouds,scattered clouds,3.44,None
P004,Pooja Articles,Mohali,2025-02-25,148,35.6,54,Clear,clear sky,6.95,None
P004,Pooja Articles,Rajpura,2025-02-25,122,24.72,89,Rain,light rain,5.0,None
P004,Pooja Articles,Patiala,2025-02-25,158,23.39,73,Clouds,moderate rain,3.98,None
P005,Gift Hamper,Malout,2025-02-25,233,32.13,87,Clouds,scattered clouds,3.44,None
P005,Gift Hamper,Mohali,2025-02-25,243,35.6,54,Clear,clear sky,6.95,None
P005,Gift Hamper,Rajpura,2025-02-25,236,24.72,89,Rain,light rain,5.0,None
P005,Gift Hamper,Patiala,2025-02-25,234,23.39,73,Clouds,moderate rain,3.98,None
P003,Moisturizer ,Patiala,2025-02-25,81,23.39,73,Clouds,moderate rain,3.98,None
P005,Gift Hamper,Bathinda,2025-02-25,225,38.58,60,Clear,overcast clouds,9.73,None
P003,Moisturizer ,Rajpura,2025-02-25,64,24.72,89,Rain,light rain,5.0,None
P001,Soft Drink ,Rajpura,2025-02-25,183,24.72,89,Rain,light rain,5.0,None
P003,Moisturizer ,Malout,2025-02-25,105,32.13,87,Clouds,scattered clouds,3.44,None
P001,Soft Drink ,Malout,2025-02-25,195,32.13,87,Clouds,scattered clouds,3.44,None
P001,Soft Drink ,Mohali,2025-02-25,165,35.6,54,Clear,clear sky,6.95,None
P003,Moisturizer ,Mohali,2025-02-25,76,35.6,54,Clear,clear sky,6.95,None
P001,Soft Drink ,Patiala,2025-02-25,146,23.39,73,Clouds,moderate rain,3.98,None
P002,Sweets ,Bathinda,2025-02-25,136,38.58,60,Clear,overcast clouds,9.73,None
P001,Soft Drink ,Bathinda,2025-02-25,220,38.58,60,Clear,overcast clouds,9.73,None
P002,Sweets ,Mohali,2025-02-25,76,35.6,54,Clear,clear sky,6.95,None
P002,Sweets ,Rajpura,2025-02-25,138,24.72,89,Rain,light rain,5.0,None
P002,Sweets ,Patiala,2025-02-25,118,23.39,73,Clouds,moderate rain,3.98,None
P003,Moisturizer ,Bathinda,2025-02-25,50,38.58,60,Clear,overcast clouds,9.73,None
P002,Sweets ,Malout,2025-02-25,196,32.13,87,Clouds,scattered clouds,3.44,None
P003,Moisturizer ,Patiala,2025-02-26,141,33.43,90,Clouds,clear sky,6.77,Maha Shivaratri/Shivaratri
P004,Pooja Articles,Bathinda,2025-02-26,142,36.55,89,Rain,clear sky,6.41,Maha Shivaratri/Shivaratri
P004,Pooja Articles,Malout,2025-02-26,150,37.1,67,Clouds,scattered clouds,1.23,Maha Shivaratri/Shivaratri
P004,Pooja Articles,Mohali,2025-02-26,136,31.15,70,Clouds,scattered clouds,6.12,Maha Shivaratri/Shivaratri
P004,Pooja Articles,Rajpura,2025-02-26,118,31.74,55,Rain,clear sky,4.75,Maha Shivaratri/Shivaratri
P005,Gift Hamper,Bathinda,2025-02-26,207,36.55,89,Rain,clear sky,6.41,Maha Shivaratri/Shivaratri
P005,Gift Hamper,Malout,2025-02-26,178,37.1,67,Clouds,scattered clouds,1.23,Maha Shivaratri/Shivaratri
P005,Gift Hamper,Mohali,2025-02-26,225,31.15,70,Clouds,scattered clouds,6.12,Maha Shivaratri/Shivaratri
P005,Gift Hamper,Rajpura,2025-02-26,230,31.74,55,Rain,clear sky,4.75,Maha Shivaratri/Shivaratri
P003,Moisturizer ,Rajpura,2025-02-26,99,31.74,55,Rain,clear sky,4.75,Maha Shivaratri/Shivaratri
P004,Pooja Articles,Patiala,2025-02-26,174,33.43,90,Clouds,clear sky,6.77,Maha Shivaratri/Shivaratri
P003,Moisturizer ,Mohali,2025-02-26,69,31.15,70,Clouds,scattered clouds,6.12,Maha Shivaratri/Shivaratri
P005,Gift Hamper,Patiala,2025-02-26,209,33.43,90,Clouds,clear sky,6.77,Maha Shivaratri/Shivaratri
P003,Moisturizer ,Bathinda,2025-02-26,77,36.55,89,Rain,clear sky,6.41,Maha Shivaratri/Shivaratri
P001,Soft Drink ,Bathinda,2025-02-26,183,36.55,89,Rain,clear sky,6.41,Maha Shivaratri/Shivaratri
P001,Soft Drink ,Malout,2025-02-26,211,37.1,67,Clouds,scattered clouds,1.23,Maha Shivaratri/Shivaratri
P001,Soft Drink ,Mohali,2025-02-26,185,31.15,70,Clouds,scattered clouds,6.12,Maha Shivaratri/Shivaratri
P001,Soft Drink ,Rajpura,2025-02-26,169,31.74,55,Rain,clear sky,4.75,Maha Shivaratri/Shivaratri
P001,Soft Drink ,Patiala,2025-02-26,129,33.43,90,Clouds,clear sky,6.77,Maha Shivaratri/Shivaratri
P003,Moisturizer ,Malout,2025-02-26,84,37.1,67,Clouds,scattered clouds,1.23,Maha Shivaratri/Shivaratri
P002,Sweets ,Malout,2025-02-26,66,37.1,67,Clouds,scattered clouds,1.23,Maha Shivaratri/Shivaratri
P002,Sweets ,Mohali,2025-02-26,148,31.15,70,Clouds,scattered clouds,6.12,Maha Shivaratri/Shivaratri
P002,Sweets ,Rajpura,2025-02-26,146,31.74,55,Rain,clear sky,4.75,Maha Shivaratri/Shivaratri
P002,Sweets ,Patiala,2025-02-26,101,33.43,90,Clouds,clear sky,6.77,Maha Shivaratri/Shivaratri
P002,Sweets ,Bathinda,2025-02-26,111,36.55,89,Rain,clear sky,6.41,Maha Shivaratri/Shivaratri
P003,Moisturizer ,Patiala,2025-02-27,78,20.05,43,Clouds,moderate rain,9.66,None
P005,Gift Hamper,Rajpura,2025-02-27,197,33.61,49,Clouds,clear sky,1.49,None
P005,Gift Hamper,Mohali,2025-02-27,220,20.22,40,Clouds,overcast clouds,9.79,None
P005,Gift Hamper,Malout,2025-02-27,199,38.72,90,Rain,overcast clouds,3.4,None
P005,Gift Hamper,Bathinda,2025-02-27,188,25.95,72,Clouds,moderate rain,9.95,None
P004,Pooja Articles,Patiala,2025-02-27,176,20.05,43,Clouds,moderate rain,9.66,None
P004,Pooja Articles,Rajpura,2025-02-27,179,33.61,49,Clouds,clear sky,1.49,None
P004,Pooja Articles,Mohali,2025-02-27,139,20.22,40,Clouds,overcast clouds,9.79,None
P004,Pooja Articles,Malout,2025-02-27,116,38.72,90,Rain,overcast clouds,3.4,None
P004,Pooja Articles,Bathinda,2025-02-27,120,25.95,72,Clouds,moderate rain,9.95,None
P003,Moisturizer ,Rajpura,2025-02-27,27,33.61,49,Clouds,clear sky,1.49,None
P005,Gift Hamper,Patiala,2025-02-27,249,20.05,43,Clouds,moderate rain,9.66,None
P003,Moisturizer ,Mohali,2025-02-27,70,20.22,40,Clouds,overcast clouds,9.79,None
P001,Soft Drink ,Bathinda,2025-02-27,179,25.95,72,Clouds,moderate rain,9.95,None
P001,Soft Drink ,Malout,2025-02-27,231,38.72,90,Rain,overcast clouds,3.4,None
P001,Soft Drink ,Mohali,2025-02-27,161,20.22,40,Clouds,overcast clouds,9.79,None
P001,Soft Drink ,Rajpura,2025-02-27,149,33.61,49,Clouds,clear sky,1.49,None
P001,Soft Drink ,Patiala,2025-02-27,185,20.05,43,Clouds,moderate rain,9.66,None
